ensembl	log2FC
ENSG00000171603.18	0.623634060353272
ENSG00000083444.17	0.65312335957319
ENSG00000117298.16	0.74270746861273
ENSG00000133216.17	0.881382578763505
ENSG00000090020.11	0.756630191703697
ENSG00000204138.13	0.608836665061249
ENSG00000134690.11	0.660004171259253
ENSG00000117399.14	0.799866974027698
ENSG00000142949.18	0.774062283148482
ENSG00000169174.13	0.968478679304016
ENSG00000134243.12	0.704850041945691
ENSG00000183508.5	1.103379532476
ENSG00000092621.13	0.758365481957735
ENSG00000143368.10	0.702046915261008
ENSG00000143458.12	0.66587617653749
ENSG00000163191.6	0.627859505387842
ENSG00000143614.11	0.812477902767104
ENSG00000160712.13	0.829015500773928
ENSG00000163344.6	0.782034911590553
ENSG00000272405.1	0.618837400716589
ENSG00000116260.17	0.70811601557061
ENSG00000058085.15	0.644162605394876
ENSG00000058668.16	0.607623777418846
ENSG00000162896.6	1.56539087962845
ENSG00000117322.19	0.661827770435759
ENSG00000170385.10	1.00389329506872
ENSG00000143819.13	0.799865418208127
ENSG00000143641.10	0.62955919377455
ENSG00000049323.16	0.682561497673829
ENSG00000152518.8	0.650165445247468
ENSG00000169564.7	0.774738289659896
ENSG00000169607.13	0.696778255977953
ENSG00000196950.14	0.769516694736882
ENSG00000204186.11	0.76069193807056
ENSG00000138363.15	0.833504639043071
ENSG00000135919.14	0.662477534952305
ENSG00000163283.7	0.702722280588978
ENSG00000134107.5	0.943070007769991
ENSG00000196639.7	0.722846507764838
ENSG00000172936.18	0.718468271854068
ENSG00000163814.8	0.707503342981302
ENSG00000173402.13	0.728469799091017
ENSG00000234667.2	0.801567959302388
ENSG00000163932.16	0.753429186692831
ENSG00000144730.19	0.941312557703145
ENSG00000173702.7	0.746853675557601
ENSG00000239921.7	2.88354421732994
ENSG00000243629.3	0.915040379750829
ENSG00000078081.8	0.703650997835599
ENSG00000013288.9	0.703643588686642
ENSG00000047662.5	1.36185161561992
ENSG00000169116.11	0.715329328936391
ENSG00000109534.17	0.606522346201052
ENSG00000145362.21	0.772039996721175
ENSG00000168412.7	0.840645137667641
ENSG00000181104.7	0.744337290207263
ENSG00000120708.17	0.742799328150378
ENSG00000112984.12	0.603360246801636
ENSG00000120738.8	0.717007644616434
ENSG00000156453.14	0.70542894341245
ENSG00000171992.13	0.713477031959275
ENSG00000174705.13	0.636317303696472
ENSG00000204642.14	0.673379684169969
ENSG00000204569.10	0.838212108854453
ENSG00000196230.14	0.633589342384647
ENSG00000204525.18	0.667188379873779
ENSG00000234745.14	0.826138959306318
ENSG00000237649.8	0.65772276889032
ENSG00000112655.16	0.759127426846719
ENSG00000197594.14	0.697214289963568
ENSG00000118523.6	0.677683102091344
ENSG00000146411.6	0.67786475843187
ENSG00000111981.5	0.751829992540303
ENSG00000136274.9	1.47735261124984
ENSG00000146648.21	0.760963754652875
ENSG00000106665.16	0.684852616110045
ENSG00000127946.17	0.822882732711658
ENSG00000127948.17	0.623710181782539
ENSG00000106211.11	0.69518146205676
ENSG00000106236.4	0.638096123409689
ENSG00000158623.14	0.665261070320858
ENSG00000128567.17	0.641192908569887
ENSG00000155660.11	0.66688023930337
ENSG00000196453.8	0.655336585184544
ENSG00000120885.22	0.628690719253823
ENSG00000136999.5	0.612925704956654
ENSG00000178764.8	0.754173782273668
ENSG00000147852.17	0.86680186291108
ENSG00000172159.16	0.619320226538269
ENSG00000119508.18	0.651141786425379
ENSG00000148143.13	0.787494393595724
ENSG00000157654.19	0.703058016755844
ENSG00000041982.17	0.687842309547739
ENSG00000044574.9	1.12970880218016
ENSG00000148400.13	0.797074100023209
ENSG00000188229.6	0.699518254067857
ENSG00000196139.14	0.605033901676878
ENSG00000148468.17	1.03187785875884
ENSG00000096746.18	0.694562147907548
ENSG00000156515.25	0.746001138258164
ENSG00000197467.17	0.771735688541109
ENSG00000197746.15	0.72497349662883
ENSG00000120053.12	0.674041466950033
ENSG00000099194.6	0.646918069411356
