chr1	10398591	10398592	ENSG00000142657	0	+	chr1	10412500	10417500	13909
chr1	10398591	10398592	ENSG00000142657	0	+	chr1	10412500	10417500	13909
chr1	38950924	38950925	ENSG00000207466	0	-	chr1	38950000	38955000	0
chr1	38950924	38950925	ENSG00000207466	0	-	chr1	38950000	38955000	0
chr1	38950924	38950925	ENSG00000207466	0	-	chr1	38950000	38955000	0
chr1	38950924	38950925	ENSG00000207466	0	-	chr1	38950000	38955000	0
chr1	38950924	38950925	ENSG00000207466	0	-	chr1	38950000	38955000	0
chr1	54992273	54992274	ENSG00000233271	0	-	chr1	54995000	55000000	2727
chr1	54992273	54992274	ENSG00000233271	0	-	chr1	54995000	55000000	2727
chr1	54992273	54992274	ENSG00000233271	0	-	chr1	54995000	55000000	2727
chr1	54992273	54992274	ENSG00000233271	0	-	chr1	54995000	55000000	2727
chr1	54992273	54992274	ENSG00000233271	0	-	chr1	54995000	55000000	2727
chr1	109494051	109494052	ENSG00000174151	0	+	chr1	109490000	109500000	0
chr1	109494051	109494052	ENSG00000174151	0	+	chr1	109490000	109500000	0
chr1	109494051	109494052	ENSG00000174151	0	+	chr1	109490000	109500000	0
chr1	109494051	109494052	ENSG00000174151	0	+	chr1	109490000	109500000	0
chr1	109764026	109764027	ENSG00000198758	0	-	chr1	109762500	109767500	0
chr1	109764026	109764027	ENSG00000198758	0	-	chr1	109762500	109767500	0
chr1	109764026	109764027	ENSG00000198758	0	-	chr1	109762500	109767500	0
chr1	109764026	109764027	ENSG00000198758	0	-	chr1	109762500	109767500	0
chr1	109764026	109764027	ENSG00000198758	0	-	chr1	109762500	109767500	0
chr1	204715080	204715081	ENSG00000297724	0	-	chr1	204702500	204707500	7581
chr1	204715080	204715081	ENSG00000297724	0	-	chr1	204702500	204707500	7581
chr1	204715080	204715081	ENSG00000297724	0	-	chr1	204702500	204707500	7581
chr1	206117698	206117699	ENSG00000198049	0	-	chr1	206102500	206110000	7699
chr1	206117698	206117699	ENSG00000198049	0	-	chr1	206102500	206110000	7699
chr1	227506181	227506182	ENSG00000235827	0	+	chr1	227482500	227487500	18682
chr1	227506181	227506182	ENSG00000235827	0	+	chr1	227482500	227487500	18682
chr10	4247254	4247255	ENSG00000309529	0	+	chr10	4652500	4657500	405246
chr10	4247254	4247255	ENSG00000309529	0	+	chr10	4652500	4657500	405246
chr10	4247254	4247255	ENSG00000309529	0	+	chr10	4652500	4657500	405246
chr10	69573421	69573422	ENSG00000122859	0	-	chr10	69522500	69527500	45922
chr10	96112746	96112747	ENSG00000200728	0	+	chr10	96012500	96020000	92747
chr10	96112746	96112747	ENSG00000200728	0	+	chr10	96012500	96020000	92747
chr10	96112746	96112747	ENSG00000200728	0	+	chr10	96012500	96020000	92747
chr10	97640670	97640671	ENSG00000155252	0	+	chr10	97610000	97615000	25671
chr10	97640670	97640671	ENSG00000155252	0	+	chr10	97610000	97615000	25671
chr10	97640670	97640671	ENSG00000155252	0	+	chr10	97610000	97615000	25671
chr10	97640670	97640671	ENSG00000155252	0	+	chr10	97610000	97615000	25671
chr10	97640670	97640671	ENSG00000155252	0	+	chr10	97610000	97615000	25671
chr11	1997483	1997484	ENSG00000274866	0	+	chr11	1992500	2007500	0
chr11	4697853	4697854	ENSG00000167332	0	-	chr11	4642500	4647500	50354
chr11	57335891	57335892	ENSG00000149136	0	-	chr11	57340000	57357500	4109
chr11	57335891	57335892	ENSG00000149136	0	-	chr11	57340000	57357500	4109
chr11	64181676	64181677	ENSG00000304841	0	-	chr11	64152500	64157500	24177
chr11	64181676	64181677	ENSG00000304841	0	-	chr11	64152500	64157500	24177
chr11	64181676	64181677	ENSG00000304841	0	-	chr11	64152500	64157500	24177
chr11	64181676	64181677	ENSG00000304841	0	-	chr11	64152500	64157500	24177
chr11	64181676	64181677	ENSG00000304841	0	-	chr11	64152500	64157500	24177
chr11	69234934	69234935	ENSG00000301550	0	-	chr11	69290000	69300000	55066
chr11	69234934	69234935	ENSG00000301550	0	-	chr11	69290000	69300000	55066
chr11	69234934	69234935	ENSG00000301550	0	-	chr11	69290000	69300000	55066
chr11	69234934	69234935	ENSG00000301550	0	-	chr11	69290000	69300000	55066
chr11	69234934	69234935	ENSG00000301550	0	-	chr11	69290000	69300000	55066
chr12	50806436	50806437	ENSG00000271490	0	-	chr12	50812500	50830000	6064
chr12	50806436	50806437	ENSG00000271490	0	-	chr12	50812500	50830000	6064
chr12	50806436	50806437	ENSG00000271490	0	-	chr12	50812500	50830000	6064
chr12	50806436	50806437	ENSG00000271490	0	-	chr12	50812500	50830000	6064
chr12	53739610	53739611	ENSG00000286069	0	+	chr12	53745000	53750000	5390
chr12	53739610	53739611	ENSG00000286069	0	+	chr12	53745000	53750000	5390
chr12	80103332	80103333	ENSG00000230291	0	-	chr12	80182500	80190000	79168
chr12	107736554	107736555	ENSG00000258136	0	+	chr12	107750000	107765000	13446
chr12	129855070	129855071	ENSG00000251536	0	-	chr12	129902500	129907500	47430
chr12	129855070	129855071	ENSG00000251536	0	-	chr12	129902500	129907500	47430
chr13	24738689	24738690	ENSG00000285806	0	-	chr13	24702500	24707500	31190
chr13	24738689	24738690	ENSG00000285806	0	-	chr13	24702500	24707500	31190
chr13	24738689	24738690	ENSG00000285806	0	-	chr13	24702500	24707500	31190
chr14	51780264	51780265	ENSG00000293790	0	-	chr14	51770000	51780000	265
chr14	51780264	51780265	ENSG00000293790	0	-	chr14	51770000	51780000	265
chr15	63105524	63105525	ENSG00000296856	0	-	chr15	63090000	63100000	5525
chr15	64841400	64841401	ENSG00000300775	0	-	chr15	64812500	64817500	23901
chr15	64841400	64841401	ENSG00000300775	0	-	chr15	64812500	64817500	23901
chr15	64841400	64841401	ENSG00000300775	0	-	chr15	64812500	64817500	23901
chr15	88467389	88467390	ENSG00000259494	0	-	chr15	88472500	88480000	5111
chr15	88467389	88467390	ENSG00000259494	0	-	chr15	88472500	88480000	5111
chr15	89031214	89031215	ENSG00000306599	0	-	chr15	89032500	89037500	1286
chr15	89031214	89031215	ENSG00000306599	0	-	chr15	89032500	89037500	1286
chr16	2366011	2366012	ENSG00000293800	0	-	chr16	2502500	2507500	136489
chr16	2366011	2366012	ENSG00000293800	0	-	chr16	2502500	2507500	136489
chr16	2366011	2366012	ENSG00000293800	0	-	chr16	2502500	2507500	136489
chr16	2366011	2366012	ENSG00000293800	0	-	chr16	2502500	2507500	136489
chr16	21501786	21501787	ENSG00000302877	0	+	chr16	21545000	21550000	43214
chr16	21892032	21892033	ENSG00000310275	0	-	chr16	21992500	21997500	100468
chr16	21892032	21892033	ENSG00000310275	0	-	chr16	21992500	21997500	100468
chr16	21892032	21892033	ENSG00000310275	0	-	chr16	21992500	21997500	100468
chr16	90168290	90168291	ENSG00000261172	0	-	chr16	89862500	89867500	300791
chr16	90168290	90168291	ENSG00000261172	0	-	chr16	89862500	89867500	300791
chr16	90168290	90168291	ENSG00000261172	0	-	chr16	89862500	89867500	300791
chr17	7930621	7930622	ENSG00000262730	0	-	chr17	7910000	7920000	10622
chr17	7930621	7930622	ENSG00000262730	0	-	chr17	7910000	7920000	10622
chr17	20999746	20999747	ENSG00000263986	0	+	chr17	21112500	21117500	112754
chr17	20999746	20999747	ENSG00000263986	0	+	chr17	21112500	21117500	112754
chr17	20999746	20999747	ENSG00000263986	0	+	chr17	21112500	21117500	112754
chr17	20999746	20999747	ENSG00000263986	0	+	chr17	21112500	21117500	112754
chr17	20999746	20999747	ENSG00000263986	0	+	chr17	21112500	21117500	112754
chr17	44123820	44123821	ENSG00000300394	0	+	chr17	44212500	44217500	88680
chr17	44123820	44123821	ENSG00000300394	0	+	chr17	44212500	44217500	88680
chr17	44123820	44123821	ENSG00000300394	0	+	chr17	44212500	44217500	88680
chr17	44123820	44123821	ENSG00000300394	0	+	chr17	44212500	44217500	88680
chr17	44123820	44123821	ENSG00000300394	0	+	chr17	44212500	44217500	88680
chr17	75779537	75779538	ENSG00000299666	0	+	chr17	75745000	75750000	29538
chr17	75779537	75779538	ENSG00000299666	0	+	chr17	75745000	75750000	29538
chr17	75779537	75779538	ENSG00000299666	0	+	chr17	75745000	75750000	29538
chr17	79778147	79778148	ENSG00000173894	0	+	chr17	79792500	79797500	14353
chr19	851013	851014	ENSG00000197561	0	+	chr19	912500	917500	61487
chr19	851013	851014	ENSG00000197561	0	+	chr19	912500	917500	61487
chr19	851013	851014	ENSG00000197561	0	+	chr19	912500	917500	61487
chr19	851013	851014	ENSG00000197561	0	+	chr19	912500	917500	61487
chr19	851013	851014	ENSG00000197561	0	+	chr19	912500	917500	61487
