chr1	960583	960584	ENSG00000187961	0	+	chr1	982500	987500	21917
chr1	1309608	1309609	ENSG00000131584	0	-	chr1	1272500	1277500	32109
chr1	1615453	1615454	ENSG00000197530	0	+	chr1	1762500	1767500	147047
chr1	6205474	6205475	ENSG00000158286	0	+	chr1	6195000	6200000	5475
chr1	6466174	6466175	ENSG00000215788	0	-	chr1	6435000	6440000	26175
chr1	27366960	27366961	ENSG00000142733	0	-	chr1	27382500	27387500	15540
chr1	28508558	28508559	ENSG00000200087	0	+	chr1	28502500	28507500	1059
chr1	148522600	148522601	ENSG00000274210	0	+	chr1	147892500	147897500	625101
chr1	155277462	155277463	ENSG00000143630	0	+	chr1	155262500	155267500	9963
chr1	179825465	179825466	ENSG00000307581	0	-	chr1	179822500	179827500	0
chr1	221966340	221966341	ENSG00000228437	0	+	chr1	221972500	221977500	6160
chr1	228368553	228368554	ENSG00000287315	0	-	chr1	228502500	228507500	133947
chr1	248859143	248859144	ENSG00000171163	0	-	chr1	248805000	248810000	49144
chr10	58512871	58512872	ENSG00000122870	0	+	chr10	58512500	58517500	0
chr11	287304	287305	ENSG00000255026	0	+	chr11	305000	310000	17696
chr11	289125	289126	ENSG00000142102	0	+	chr11	305000	310000	15875
chr11	826143	826144	ENSG00000177685	0	+	chr11	852500	857500	26357
chr11	1828306	1828307	ENSG00000149043	0	+	chr11	1825000	1840000	0
chr11	1838980	1838981	ENSG00000130598	0	+	chr11	1825000	1840000	0
chr11	9428772	9428773	ENSG00000201998	0	+	chr11	9442500	9447500	13728
chr11	62856443	62856444	ENSG00000255717	0	-	chr11	62842500	62847500	8944
chr11	65558929	65558930	ENSG00000168056	0	-	chr11	65512500	65517500	41430
chr11	67629936	67629937	ENSG00000167799	0	-	chr11	67642500	67647500	12564
chr11	68050739	68050740	ENSG00000255031	0	+	chr11	68015000	68020000	30740
chr12	68332380	68332381	ENSG00000111554	0	-	chr12	68322500	68327500	4881
chr12	98599634	98599635	ENSG00000212443	0	+	chr12	98572500	98577500	22135
chr12	132031223	132031224	ENSG00000208892	0	+	chr12	132000000	132005000	26224
chr14	20323325	20323326	ENSG00000222489	0	-	chr14	20320000	20330000	0
chr15	34437807	34437808	ENSG00000175265	0	-	chr15	34402500	34407500	30308
chr16	649310	649311	ENSG00000161996	0	+	chr16	492500	497500	151811
chr16	675670	675671	ENSG00000103269	0	+	chr16	492500	497500	178171
chr16	1772809	1772810	ENSG00000197774	0	+	chr16	1852500	1857500	79691
chr16	2235815	2235816	ENSG00000167968	0	+	chr16	2192500	2197500	38316
chr16	54931353	54931354	ENSG00000245694	0	-	chr16	54932500	54937500	1147
chr16	89052974	89052975	ENSG00000256982	0	-	chr16	89162500	89170000	109526
chr16	89680736	89680737	ENSG00000185324	0	+	chr16	89742500	89747500	61764
chr17	8176398	8176399	ENSG00000179029	0	-	chr17	8180000	8185000	3602
chr17	19064135	19064136	ENSG00000262074	0	-	chr17	19362500	19367500	298365
chr17	19188015	19188016	ENSG00000263934	0	+	chr17	19362500	19367500	174485
chr17	19190244	19190245	ENSG00000264940	0	-	chr17	19362500	19367500	172256
chr17	47967809	47967810	ENSG00000108465	0	+	chr17	47945000	47950000	17810
chr17	55421923	55421924	ENSG00000108960	0	-	chr17	55420000	55425000	0
chr17	64837138	64837139	ENSG00000291117	0	-	chr17	64830000	64835000	2139
chr17	82023304	82023305	ENSG00000169683	0	+	chr17	82020000	82025000	0
chr18	22169877	22169878	ENSG00000266010	0	-	chr18	22152500	22160000	9878
chr19	29811990	29811991	ENSG00000105173	0	+	chr19	29852500	29860000	40510
chr19	55339852	55339853	ENSG00000133247	0	+	chr19	55415000	55427500	75148
chr2	10446848	10446849	ENSG00000206633	0	-	chr2	10442500	10447500	0
chr2	86135869	86135870	ENSG00000208772	0	+	chr2	86072500	86077500	58370
chr2	233288675	233288676	ENSG00000251791	0	+	chr2	233252500	233257500	31176
chr20	28603091	28603092	ENSG00000291100	0	-	chr20	28600000	28610000	0
chr20	62306324	62306325	ENSG00000226332	0	-	chr20	62300000	62305000	1325
chr20	63659299	63659300	ENSG00000026036	0	+	chr20	62792500	62797500	861800
chr20	63707464	63707465	ENSG00000197114	0	+	chr20	62792500	62797500	909965
