#dvsd	True
#one	False
#<chr>	
#<start>	
#<end>	
#<hic0>	/usr/users/papantonis1/aman/microc_data/nadine_macro/ctrl-MNase-R1-filtered.mcool
#<hic1>	/usr/users/papantonis1/aman/microc_data/nadine_macro/RBP1-MNase-R1-filtered.mcool
#--min_nbin	10
#--oprefix	
#--oprefixFig	dfd_res_fig
#--sep	"	"
#--ofile	/usr/users/papantonis1/aman/microc_project/loop_calling_premade_hic/dfd_dvsd_mult_res.txt
#--chrn	ALL
#--ncore	32
#--reso	10000
#--hicnorm	KR
#--f	0.5
#--filter	false
#multiple	True
#<bed>	/usr/users/papantonis1/RobusTAD/final_tad_ctrl_hq.bed
#visualization	False
#adjustment	False
#<method>	
#<input>	
#<output>	
chr1	223195000	223380000	chr1:223195000-223380000			
chr1	111225000	111395000	chr1:111225000-111395000			
chr1	243345000	243845000	chr1:243345000-243845000			50.0
chr1	198770000	198930000	chr1:198770000-198930000	0.9998739092060396	0.04858555440429513	16.0
chr1	157195000	157360000	chr1:157195000-157360000	-0.00846103847521001	0.16962684562597685	17.0
chr1	156455000	156570000	chr1:156455000-156570000	-0.9936384442749189	0.4142651198681021	12.0
chr1	7975000	8090000	chr1:7975000-8090000	-1.8943337673034313	0.6952881411655335	12.0
chr1	240190000	240600000	chr1:240190000-240600000	-1.1949712436479407	0.4766860680009233	41.0
chr1	176080000	176205000	chr1:176080000-176205000	-0.4230883102113411	0.2574062021387652	12.0
chr1	61855000	62065000	chr1:61855000-62065000	-0.6147272254315246	0.30591411734510043	21.0
chr1	227565000	227720000	chr1:227565000-227720000			
chr1	175150000	175315000	chr1:175150000-175315000	-1.6990868823361778	0.6363495725401391	16.0
chr1	61855000	62130000	chr1:61855000-62130000			28.0
chr1	225775000	225875000	chr1:225775000-225875000	-1.3381602110130957	0.5221392695138651	10.0
chr1	35935000	36085000	chr1:35935000-36085000	-1.2129605998371713	0.48236343079244615	15.0
chr1	52695000	52835000	chr1:52695000-52835000	-2.063292865170675	0.7432183676359195	14.0
chr1	28885000	29030000	chr1:28885000-29030000	0.7136839526823948	0.07157788193533776	15.0
chr1	220530000	220670000	chr1:220530000-220670000	-0.8125196136112127	0.36065823074044234	14.0
chr1	32205000	32325000	chr1:32205000-32325000	-1.790055733887346	0.6642038694270254	12.0
chr1	244455000	244595000	chr1:244455000-244595000	-1.832314776038302	0.6769206382980981	14.0
chr1	100540000	100865000	chr1:100540000-100865000	0.8317449027360005	0.06119010081403531	32.0
chr1	232530000	232625000	chr1:232530000-232625000			
chr1	32205000	32390000	chr1:32205000-32390000	-1.699775820105264	0.6365626655456686	19.0
chr1	46735000	46870000	chr1:46735000-46870000	-1.1628818710745241	0.4665904158935894	14.0
chr1	216780000	218160000	chr1:216780000-218160000	-1.0049647715808443	0.41770891442333724	138.0
chr1	56405000	56575000	chr1:56405000-56575000	-1.0726161427054628	0.4384642581044772	17.0
chr1	65065000	65210000	chr1:65065000-65210000	-2.015510016253633	0.7300061986756565	15.0
chr1	94065000	94235000	chr1:94065000-94235000	-1.014651747099177	0.42066140577060485	17.0
chr1	184805000	184895000	chr1:184805000-184895000			
chr1	183805000	183910000	chr1:183805000-183910000	-0.08071962433853927	0.18318662417255993	11.0
chr1	75265000	75630000	chr1:75265000-75630000	-1.6982473902665063	0.6360898743128865	37.0
chr1	198465000	198680000	chr1:198465000-198680000	-1.470094503057538	0.5642371083149345	22.0
